date,cloud_cover_pct
2026-05-13,37.779692
2026-05-15,64.094758
2026-05-16,28.751558
2026-05-18,0.02455
2026-05-21,78.349274
2026-05-23,14.541468
2026-05-26,2.008584
2026-05-31,75.916553
2026-06-02,26.613626
2026-06-04,63.340282
2026-06-05,80.672854
2026-06-10,15.470789
